seed,n_sources,cleared,ratio,avg_locate_clear_s,virtual_total_s,n_measure,n_clear,n_clear_miss,wall_s,error
851,14,14,1.0,494.763,6926.681,284,19,5,0.343,
852,16,16,1.0,447.982,7167.718,319,27,11,0.2773,
853,13,13,1.0,563.825,7329.725,357,19,6,0.3266,
854,16,16,1.0,444.695,7115.123,231,34,18,0.2528,
855,11,11,1.0,647.91,7127.013,349,15,4,0.3857,
856,11,11,1.0,623.868,6862.55,317,24,13,0.3742,
857,13,13,1.0,520.838,6770.896,306,13,0,0.3036,
858,14,14,1.0,508.629,7120.799,310,20,6,0.4208,
859,14,14,1.0,513.553,7189.748,264,24,10,0.3908,
860,11,11,1.0,643.665,7080.32,334,14,3,0.3791,
861,16,16,1.0,464.958,7439.33,257,31,15,0.2752,
862,14,14,1.0,502.566,7035.918,266,18,4,0.3407,
863,14,14,1.0,518.124,7253.742,300,32,18,0.35,
864,12,12,1.0,632.59,7591.081,353,26,14,0.3416,
865,13,13,1.0,544.477,7078.197,322,31,18,0.3545,
866,10,10,1.0,630.877,6308.774,319,11,1,0.3332,
867,16,16,1.0,444.041,7104.656,240,21,5,0.1942,
868,13,13,1.0,545.104,7086.347,327,21,8,0.2799,
869,13,13,1.0,613.067,7969.871,359,28,15,0.4014,
870,11,11,1.0,661.335,7274.685,338,18,7,0.368,
871,12,12,1.0,533.128,6397.541,349,21,9,0.4023,
872,14,14,1.0,525.899,7362.579,292,27,13,0.3031,
873,11,11,1.0,677.193,7449.12,377,16,5,0.3559,
874,14,14,1.0,501.93,7027.023,296,27,13,0.3023,
875,14,14,1.0,544.073,7617.026,298,30,16,0.3497,
876,15,15,1.0,483.86,7257.896,265,23,8,0.3396,
877,11,11,1.0,630.73,6938.035,318,15,4,0.5017,
878,16,16,1.0,442.314,7077.025,237,17,1,0.2738,
879,10,10,1.0,673.406,6734.064,354,12,2,0.426,
880,10,10,1.0,763.555,7635.551,384,24,14,0.392,
881,15,15,1.0,457.27,6859.048,263,17,2,0.2692,
882,10,10,1.0,686.377,6863.773,356,11,1,0.433,
883,14,14,1.0,536.883,7516.358,309,17,3,0.2752,
884,16,16,1.0,458.808,7340.931,250,30,14,0.2011,
885,12,12,1.0,584.413,7012.953,314,20,8,0.3277,
886,11,11,1.0,716.756,7884.313,364,28,17,0.354,
