seed,n_sources,cleared,ratio,avg_locate_clear_s,virtual_total_s,n_measure,n_clear,n_clear_miss,wall_s,error
373,10,10,1.0,761.683,7616.829,367,21,11,0.4941,
374,12,12,1.0,602.902,7234.828,300,19,7,0.3817,
375,11,11,1.0,658.348,7241.833,313,19,8,0.4066,
376,15,15,1.0,476.083,7141.247,251,26,11,0.2688,
377,11,11,1.0,727.92,8007.117,324,35,24,0.4323,
378,10,10,1.0,761.66,7616.6,389,21,11,0.638,
379,10,10,1.0,743.503,7435.031,370,15,5,0.4991,
380,11,11,1.0,655.079,7205.872,335,17,6,0.4017,
381,13,13,1.0,593.134,7710.746,294,32,19,0.4438,
382,10,10,1.0,761.987,7619.868,331,21,11,0.4766,
383,14,14,1.0,568.048,7952.669,283,39,25,0.3552,
384,15,14,0.933333,645.682,9039.547,304,102,88,0.3882,
385,10,10,1.0,716.265,7162.651,380,21,11,0.6049,
386,14,14,1.0,512.06,7168.841,259,25,11,0.3321,
387,13,13,1.0,595.332,7739.31,293,16,3,0.3505,
388,16,16,1.0,499.821,7997.137,288,34,18,0.25,
389,15,15,1.0,497.406,7461.088,262,23,8,0.3154,
390,14,14,1.0,584.803,8187.238,288,25,11,0.3155,
391,13,13,1.0,625.136,8126.763,333,26,13,0.351,
392,14,14,1.0,537.88,7530.319,281,43,29,0.4618,
393,12,12,1.0,562.66,6751.915,302,17,5,0.348,
394,11,11,1.0,661.575,7277.32,316,22,11,0.4864,
395,12,12,1.0,588.395,7060.741,337,25,13,0.3789,
396,10,10,1.0,735.015,7350.148,343,19,9,0.4613,
397,10,10,1.0,720.826,7208.263,333,24,14,0.5564,
398,13,13,1.0,565.117,7346.524,271,31,18,0.4081,
399,10,10,1.0,772.086,7720.862,339,21,11,0.4996,
400,12,12,1.0,639.845,7678.135,310,26,14,0.4827,
401,13,13,1.0,570.544,7417.071,296,30,17,0.4402,
402,16,16,1.0,511.968,8191.482,295,38,22,0.3447,
403,11,11,1.0,715.677,7872.448,344,20,9,0.4957,
404,10,10,1.0,741.009,7410.085,321,16,6,0.4171,
405,10,10,1.0,734.303,7343.028,353,14,4,0.5347,
406,13,13,1.0,581.117,7554.515,367,16,3,0.4321,
