seed,n_sources,cleared,ratio,avg_locate_clear_s,virtual_total_s,n_measure,n_clear,n_clear_miss,wall_s,error
1,11,7,0.636364,528.346,3698.423,130,7,0,0.0272,
2,16,12,0.75,406.052,4872.627,120,19,7,0.0328,
3,11,7,0.636364,548.458,3839.209,136,7,0,0.0272,
4,11,9,0.818182,375.718,3381.463,106,9,0,0.0199,
5,14,11,0.785714,408.399,4492.385,127,11,0,0.0341,
6,16,11,0.6875,354.909,3904.003,109,11,0,0.0264,
7,12,7,0.583333,492.067,3444.468,122,7,0,0.0253,
8,11,8,0.727273,475.098,3800.781,107,8,0,0.0216,
9,13,10,0.769231,371.849,3718.493,118,10,0,0.0236,
10,14,10,0.714286,409.049,4090.485,139,10,0,0.0317,
11,13,12,0.923077,330.375,3964.501,109,12,0,0.0314,
12,13,9,0.692308,467.983,4211.849,130,16,7,0.0284,
13,12,8,0.666667,629.182,5033.458,161,14,6,0.0373,
14,10,6,0.6,528.187,3169.119,122,6,0,0.0153,
15,11,9,0.818182,410.988,3698.895,125,9,0,0.0258,
16,12,9,0.75,425.906,3833.157,134,9,0,0.0306,
17,14,10,0.714286,417.351,4173.508,128,11,1,0.0319,
18,11,11,1.0,332.442,3656.857,119,11,0,0.0233,
19,15,12,0.8,409.334,4912.002,126,19,7,0.0331,
20,15,11,0.733333,419.203,4611.229,122,18,7,0.0359,
21,11,9,0.818182,430.26,3872.337,144,9,0,0.024,
22,11,10,0.909091,360.791,3607.912,121,10,0,0.0243,
23,16,13,0.8125,427.944,5563.278,157,20,7,0.0477,
24,15,10,0.666667,445.662,4456.622,142,10,0,0.0298,
25,13,9,0.692308,413.505,3721.548,119,9,0,0.021,
26,15,10,0.666667,390.572,3905.721,104,10,0,0.0287,
27,15,15,1.0,297.085,4456.27,114,15,0,0.029,
28,10,6,0.6,954.773,5728.639,176,20,14,0.0345,
29,14,10,0.714286,446.81,4468.098,125,10,0,0.0264,
30,14,10,0.714286,399.073,3990.728,109,10,0,0.0254,
31,10,8,0.8,519.057,4152.459,132,12,4,0.0245,
32,10,6,0.6,788.925,4733.549,149,13,7,0.0286,
33,14,10,0.714286,423.937,4239.373,126,10,0,0.0367,
34,14,11,0.785714,434.931,4784.246,129,11,0,0.0304,
35,14,12,0.857143,393.288,4719.459,139,14,2,0.0347,
36,12,8,0.666667,443.975,3551.802,118,8,0,0.0206,
37,15,14,0.933333,301.342,4218.783,113,14,0,0.0311,
38,15,12,0.8,439.868,5278.416,142,16,4,0.0425,
39,11,7,0.636364,523.677,3665.738,131,7,0,0.0162,
40,13,10,0.769231,449.857,4498.566,139,14,4,0.035,
41,13,10,0.769231,434.657,4346.568,139,10,0,0.0309,
42,15,13,0.866667,303.321,3943.171,130,13,0,0.0455,
43,10,7,0.7,513.181,3592.268,130,8,1,0.0242,
44,13,9,0.692308,434.14,3907.259,117,9,0,0.0212,
45,12,10,0.833333,484.965,4849.648,130,17,7,0.0266,
46,10,9,0.9,487.108,4383.973,145,10,1,0.0368,
47,12,11,0.916667,357.735,3935.088,109,11,0,0.0289,
48,14,12,0.857143,383.861,4606.33,119,13,1,0.0309,
49,10,9,0.9,498.473,4486.258,151,13,4,0.037,
50,13,12,0.923077,350.403,4204.838,106,12,0,0.0305,
51,11,9,0.818182,622.746,5604.713,155,16,7,0.0285,
52,12,10,0.833333,406.495,4064.955,119,10,0,0.0223,
53,14,12,0.857143,311.737,3740.85,107,12,0,0.0333,
54,11,6,0.545455,645.151,3870.905,134,11,5,0.0247,
55,10,9,0.9,497.739,4479.648,134,13,4,0.0237,
56,16,12,0.75,378.173,4538.078,136,12,0,0.0415,
57,10,7,0.7,494.421,3460.95,115,7,0,0.0203,
58,14,9,0.642857,406.811,3661.296,120,16,7,0.0317,
59,11,9,0.818182,436.729,3930.56,123,9,0,0.023,
60,12,10,0.833333,458.242,4582.42,130,17,7,0.0276,
61,13,8,0.615385,630.323,5042.585,140,10,2,0.0308,
62,14,10,0.714286,440.913,4409.128,152,10,0,0.0245,
63,13,11,0.846154,385.743,4243.173,120,11,0,0.0357,
64,13,11,0.846154,392.156,4313.713,121,11,0,0.0228,
65,13,11,0.846154,379.089,4169.984,135,14,3,0.031,
66,10,8,0.8,405.756,3246.05,124,8,0,0.0189,
67,10,9,0.9,452.163,4069.471,134,9,0,0.0248,
68,15,12,0.8,389.251,4671.011,152,16,4,0.0452,
69,15,12,0.8,514.837,6178.038,162,26,14,0.0417,
70,10,6,0.6,677.955,4067.731,124,9,3,0.0244,
71,12,11,0.916667,355.252,3907.773,115,11,0,0.0265,
72,10,8,0.8,390.569,3124.556,113,8,0,0.0182,
73,12,7,0.583333,506.723,3547.06,113,7,0,0.0194,
74,16,13,0.8125,341.463,4439.014,115,16,3,0.0389,
75,13,9,0.692308,368.853,3319.676,113,9,0,0.0231,
76,12,9,0.75,403.907,3635.164,113,9,0,0.023,
77,16,13,0.8125,437.345,5685.485,143,20,7,0.044,
78,16,9,0.5625,572.413,5151.716,163,14,5,0.0383,
79,11,10,0.909091,381.55,3815.503,123,10,0,0.03,
80,12,10,0.833333,368.004,3680.036,111,10,0,0.028,
81,14,10,0.714286,456.534,4565.339,129,10,0,0.036,
82,11,9,0.818182,411.079,3699.707,121,9,0,0.0183,
83,13,10,0.769231,353.762,3537.618,107,10,0,0.0224,
84,15,11,0.733333,393.591,4329.499,143,11,0,0.0425,
85,11,8,0.727273,491.334,3930.675,135,10,2,0.027,
86,16,11,0.6875,430.337,4733.705,123,11,0,0.0356,
87,11,8,0.727273,690.194,5521.553,145,15,7,0.0321,
88,13,13,1.0,335.97,4367.605,127,16,3,0.0303,
89,10,9,0.9,427.674,3849.065,118,9,0,0.0203,
90,11,9,0.818182,480.406,4323.653,138,11,2,0.0284,
91,10,7,0.7,527.182,3690.271,129,7,0,0.0214,
92,13,10,0.769231,586.268,5862.675,154,10,0,0.0307,
93,16,13,0.8125,311.113,4044.465,103,13,0,0.027,
94,14,9,0.642857,704.026,6336.23,126,23,14,0.023,
95,16,14,0.875,338.431,4738.04,120,14,0,0.0307,
96,12,10,0.833333,378.716,3787.164,121,12,2,0.0275,
97,11,8,0.727273,455.297,3642.377,114,8,0,0.0187,
98,12,8,0.666667,453.263,3626.104,119,8,0,0.0185,
99,13,11,0.846154,389.689,4286.583,111,11,0,0.0281,
100,11,10,0.909091,383.349,3833.493,118,10,0,0.0227,
101,14,11,0.785714,436.556,4802.116,120,11,0,0.0243,
102,11,8,0.727273,402.318,3218.547,116,8,0,0.0149,
103,15,12,0.8,447.311,5367.73,129,19,7,0.0371,
104,10,6,0.6,567.77,3406.62,112,6,0,0.0213,
105,14,12,0.857143,410.13,4921.564,149,12,0,0.0316,
106,15,11,0.733333,492.4,5416.398,142,12,1,0.0341,
107,11,9,0.818182,508.29,4574.607,133,9,0,0.03,
108,11,7,0.636364,482.695,3378.863,130,7,0,0.0206,
109,12,11,0.916667,367.282,4040.107,118,11,0,0.0252,
110,13,10,0.769231,393.397,3933.97,117,10,0,0.0251,
111,16,11,0.6875,458.722,5045.939,142,11,0,0.0447,
112,13,10,0.769231,388.672,3886.725,111,10,0,0.0238,
113,10,7,0.7,465.881,3261.168,112,7,0,0.0185,
114,11,9,0.818182,386.644,3479.793,114,9,0,0.0228,
115,12,10,0.833333,379.081,3790.807,114,10,0,0.0268,
116,16,12,0.75,350.055,4200.664,116,12,0,0.037,
117,11,6,0.545455,823.415,4940.49,152,17,11,0.0276,
118,15,13,0.866667,371.32,4827.163,127,13,0,0.0342,
119,12,9,0.75,433.946,3905.51,117,9,0,0.0211,
120,14,11,0.785714,453.15,4984.649,139,15,4,0.0311,
121,10,8,0.8,523.06,4184.484,130,8,0,0.0238,
122,14,10,0.714286,490.038,4900.376,118,17,7,0.0314,
123,10,7,0.7,508.205,3557.437,138,7,0,0.0152,
124,12,9,0.75,471.05,4239.449,142,9,0,0.0335,
125,11,11,1.0,387.396,4261.358,128,12,1,0.0297,
126,14,11,0.785714,582.84,6411.237,158,21,10,0.0335,
127,10,7,0.7,448.553,3139.871,113,7,0,0.0206,
128,16,12,0.75,369.688,4436.254,121,12,0,0.0346,
129,14,13,0.928571,302.323,3930.198,115,13,0,0.0299,
130,14,12,0.857143,393.58,4722.963,134,12,0,0.0274,
131,12,10,0.833333,478.918,4789.177,133,10,0,0.025,
132,13,10,0.769231,407.69,4076.9,120,10,0,0.0276,
133,13,8,0.615385,409.383,3275.066,110,8,0,0.0192,
134,13,11,0.846154,298.546,3284.005,122,11,0,0.0256,
135,15,11,0.733333,425.871,4684.585,145,11,0,0.0383,
136,14,11,0.785714,423.652,4660.171,129,11,0,0.0239,
137,10,8,0.8,429.457,3435.659,131,8,0,0.021,
138,11,6,0.545455,604.357,3626.14,136,6,0,0.0209,
139,10,8,0.8,419.745,3357.958,113,8,0,0.0223,
140,16,13,0.8125,335.396,4360.145,103,13,0,0.0272,
141,14,11,0.785714,379.112,4170.235,110,11,0,0.0259,
142,14,12,0.857143,376.823,4521.879,124,12,0,0.0246,
143,11,9,0.818182,518.333,4664.999,142,13,4,0.0325,
144,13,10,0.769231,630.961,6309.607,151,26,16,0.0451,
145,16,15,0.9375,321.276,4819.137,127,15,0,0.0371,
146,11,10,0.909091,451.651,4516.51,129,10,0,0.0232,
147,14,11,0.785714,387.101,4258.116,127,11,0,0.0365,
148,13,11,0.846154,455.083,5005.912,132,15,4,0.0346,
149,10,8,0.8,408.021,3264.167,119,8,0,0.0211,
150,16,12,0.75,315.457,3785.483,113,12,0,0.0297,
151,15,11,0.733333,408.299,4491.289,144,11,0,0.0298,
152,16,13,0.8125,292.424,3801.511,119,13,0,0.0354,
153,13,11,0.846154,430.121,4731.329,110,11,0,0.025,
154,11,10,0.909091,505.818,5058.184,146,10,0,0.0432,
155,14,9,0.642857,427.55,3847.954,111,9,0,0.0266,
156,13,12,0.923077,327.543,3930.513,118,12,0,0.0262,
157,14,11,0.785714,394.858,4343.443,133,11,0,0.0292,
158,15,12,0.8,330.09,3961.081,124,12,0,0.0307,
159,13,11,0.846154,394.316,4337.476,135,11,0,0.0317,
160,10,10,1.0,417.417,4174.166,129,10,0,0.0186,
161,14,9,0.642857,377.263,3395.366,112,9,0,0.0239,
162,10,7,0.7,590.651,4134.56,132,7,0,0.0242,
163,14,10,0.714286,522.944,5229.442,130,17,7,0.0319,
164,10,8,0.8,590.193,4721.54,127,8,0,0.0204,
165,10,8,0.8,408.028,3264.224,109,8,0,0.0205,
166,11,8,0.727273,452.487,3619.897,115,8,0,0.0223,
167,11,9,0.818182,412.037,3708.332,120,9,0,0.0203,
168,15,10,0.666667,488.386,4883.857,133,10,0,0.024,
169,12,9,0.75,393.871,3544.842,124,9,0,0.0308,
170,16,10,0.625,624.832,6248.319,146,17,7,0.0403,
171,16,11,0.6875,349.592,3845.509,127,11,0,0.0297,
172,12,11,0.916667,485.005,5335.051,128,12,1,0.0352,
173,12,7,0.583333,529.024,3703.167,139,11,4,0.0246,
174,16,14,0.875,306.05,4284.7,115,14,0,0.0235,
175,13,9,0.692308,473.156,4258.401,119,9,0,0.0228,
176,10,6,0.6,736.205,4417.228,129,13,7,0.0286,
177,11,9,0.818182,406.016,3654.145,124,9,0,0.0208,
178,10,10,1.0,388.684,3886.836,140,10,0,0.0337,
179,16,13,0.8125,341.572,4440.439,141,13,0,0.0268,
180,11,10,0.909091,368.024,3680.239,110,10,0,0.025,
181,14,12,0.857143,351.902,4222.828,106,12,0,0.0309,
182,13,9,0.692308,590.142,5311.279,157,12,3,0.0387,
183,10,8,0.8,609.263,4874.105,122,15,7,0.0313,
184,12,9,0.75,566.972,5102.751,139,9,0,0.0431,
185,16,12,0.75,355.031,4260.368,118,12,0,0.0331,
186,12,8,0.666667,530.015,4240.123,133,15,7,0.0287,
187,12,12,1.0,332.154,3985.845,115,12,0,0.0261,
188,16,12,0.75,363.177,4358.13,121,12,0,0.0267,
189,13,11,0.846154,394.816,4342.981,128,11,0,0.0343,
190,10,8,0.8,453.265,3626.122,135,8,0,0.028,
191,16,10,0.625,413.357,4133.566,118,10,0,0.0223,
192,12,11,0.916667,422.349,4645.838,125,11,0,0.0287,
193,14,9,0.642857,382.201,3439.808,117,9,0,0.0203,
194,16,10,0.625,400.967,4009.665,131,10,0,0.0345,
195,14,10,0.714286,394.068,3940.685,123,10,0,0.019,
196,15,12,0.8,313.065,3756.786,105,12,0,0.0318,
197,14,10,0.714286,436.085,4360.849,121,10,0,0.0322,
198,10,10,1.0,373.015,3730.152,125,10,0,0.029,
199,12,7,0.583333,496.884,3478.188,115,7,0,0.0225,
200,10,9,0.9,437.408,3936.671,140,9,0,0.0304,
201,10,9,0.9,398.037,3582.332,136,9,0,0.0284,
202,16,13,0.8125,297.224,3863.908,116,13,0,0.0356,
203,10,9,0.9,519.817,4678.356,141,9,0,0.0273,
204,13,8,0.615385,587.279,4698.229,137,15,7,0.0281,
205,13,11,0.846154,392.539,4317.928,128,11,0,0.0323,
206,10,7,0.7,705.614,4939.297,135,14,7,0.0224,
207,14,13,0.928571,350.399,4555.192,112,13,0,0.0268,
208,12,8,0.666667,455.297,3642.372,127,8,0,0.0246,
209,14,10,0.714286,448.641,4486.407,128,17,7,0.0332,
210,13,10,0.769231,341.557,3415.572,101,10,0,0.0265,
211,14,11,0.785714,398.487,4383.359,120,11,0,0.0328,
212,13,12,0.923077,383.706,4604.472,134,12,0,0.0356,
213,11,9,0.818182,405.714,3651.422,135,9,0,0.0339,
214,14,7,0.5,516.047,3612.332,121,7,0,0.0211,
215,10,9,0.9,400.228,3602.056,119,9,0,0.0209,
216,16,10,0.625,386.736,3867.357,115,10,0,0.0241,
217,12,9,0.75,430.28,3872.522,131,9,0,0.0248,
218,12,10,0.833333,478.092,4780.918,129,11,1,0.0245,
219,15,10,0.666667,353.635,3536.345,113,10,0,0.0234,
220,15,13,0.866667,465.037,6045.482,135,27,14,0.041,
221,11,8,0.727273,405.68,3245.439,109,8,0,0.0183,
222,16,11,0.6875,350.378,3854.161,106,11,0,0.0242,
223,12,8,0.666667,565.851,4526.808,127,10,2,0.0262,
224,10,7,0.7,476.404,3334.826,122,7,0,0.0174,
225,15,10,0.666667,412.335,4123.35,123,10,0,0.0191,
226,13,9,0.692308,569.332,5123.992,154,17,8,0.0369,
227,13,11,0.846154,319.361,3512.97,107,11,0,0.0281,
228,16,12,0.75,358.69,4304.281,118,12,0,0.0367,
229,14,13,0.928571,348.804,4534.458,117,13,0,0.0302,
230,15,12,0.8,429.415,5152.982,128,15,3,0.0286,
231,16,9,0.5625,643.786,5794.07,137,23,14,0.0295,
232,12,10,0.833333,401.149,4011.491,136,10,0,0.0212,
233,15,14,0.933333,329.887,4618.42,111,14,0,0.0304,
234,12,10,0.833333,511.365,5113.65,136,17,7,0.0198,
235,12,10,0.833333,422.369,4223.692,127,10,0,0.0275,
236,15,10,0.666667,387.5,3875.001,122,10,0,0.0302,
237,14,10,0.714286,359.232,3592.322,116,10,0,0.0234,
238,16,14,0.875,302.851,4239.914,117,14,0,0.0344,
239,10,9,0.9,438.016,3942.145,135,9,0,0.0313,
240,16,12,0.75,367.5,4410.002,123,12,0,0.0292,
241,15,12,0.8,341.541,4098.494,112,12,0,0.0314,
242,12,11,0.916667,368.352,4051.87,130,11,0,0.0297,
243,14,13,0.928571,354.303,4605.94,142,13,0,0.0373,
244,16,13,0.8125,483.316,6283.109,145,14,1,0.0335,
245,11,9,0.818182,419.398,3774.583,121,9,0,0.0187,
246,10,8,0.8,480.506,3844.044,116,8,0,0.0211,
247,13,9,0.692308,461.15,4150.352,125,9,0,0.0304,
248,16,11,0.6875,500.211,5502.32,131,18,7,0.0258,
249,12,9,0.75,446.859,4021.735,127,9,0,0.0317,
250,13,13,1.0,371.521,4829.778,137,13,0,0.0304,
251,13,11,0.846154,434.876,4783.634,139,11,0,0.0329,
252,16,12,0.75,458.321,5499.857,140,12,0,0.045,
253,14,9,0.642857,516.695,4650.258,123,10,1,0.0284,
254,12,8,0.666667,524.748,4197.987,132,8,0,0.0239,
255,10,9,0.9,407.358,3666.224,140,9,0,0.032,
256,13,9,0.692308,454.653,4091.881,124,9,0,0.0223,
257,12,12,1.0,435.987,5231.849,152,15,3,0.0384,
258,15,14,0.933333,363.786,5092.999,131,19,5,0.0398,
259,10,10,1.0,418.356,4183.556,117,10,0,0.023,
260,11,9,0.818182,374.946,3374.511,117,9,0,0.0201,
261,13,10,0.769231,493.044,4930.441,139,17,7,0.0237,
262,12,9,0.75,425.053,3825.479,133,9,0,0.0212,
263,15,12,0.8,496.798,5961.575,139,19,7,0.0402,
264,14,12,0.857143,394.172,4730.064,126,12,0,0.028,
265,16,11,0.6875,379.547,4175.012,134,12,1,0.0246,
266,10,8,0.8,494.292,3954.339,133,8,0,0.0269,
